销售订单行号,产品编码,母件编码,子件编码,产生阶段,定额
2021055418-10,8000182403,8000032880,8000225972,套塑子工序,1.717349
2021055418-10,8000182403,8000032880,8000001329,套塑子工序,1
2021055418-10,8000182403,8000032880,8000224609,套塑子工序,2.917154
2021055418-10,8000182403,8000032880,8000001377,套塑子工序,1
2021055418-10,8000182403,8000032880,8000001365,套塑子工序,1
2021055418-10,8000182403,8000032880,8000001281,套塑子工序,1
2021055418-10,8000182403,8000032870,8000001401,套塑子工序,1
2021055418-10,8000182403,8000032870,8000283271,套塑子工序,0.102339
2021055418-10,8000182403,8000032870,8000001317,套塑子工序,1
2021055418-10,8000182403,8000032870,8000001269,套塑子工序,1
2021055418-10,8000182403,8000032870,8000001293,套塑子工序,1
2021055418-10,8000182403,8000032870,8000001365,套塑子工序,1
2021055418-10,8000182403,8000032870,8000001389,套塑子工序,1
2021055418-10,8000182403,8000032870,8000001305,套塑子工序,1
2021055418-10,8000182403,8000032870,8000001281,套塑子工序,1
2021055418-10,8000182403,8000032870,8000001353,套塑子工序,1
2021055418-10,8000182403,8000032870,8000225972,套塑子工序,1.717349
2021055418-10,8000182403,8000032870,8000001329,套塑子工序,1
2021055418-10,8000182403,8000032870,8000001341,套塑子工序,1
2021055418-10,8000182403,8000032870,8000224609,套塑子工序,2.917154
2021055418-10,8000182403,8000032870,8000001377,套塑子工序,1
2021055418-10,8000182403,8000032876,8000224609,套塑子工序,2.917154
2021055418-10,8000182403,8000032876,8000225972,套塑子工序,1.717349
2021055418-10,8000182403,8000032876,8000283277,套塑子工序,0.102339
2021055418-10,8000182403,8000032876,8000001269,套塑子工序,1
2021055418-10,8000182403,8000032876,8000001293,套塑子工序,1
2021055418-10,8000182403,8000032876,8000001317,套塑子工序,1
2021055418-10,8000182403,8000032876,8000001329,套塑子工序,1
2021055418-10,8000182403,8000032876,8000001389,套塑子工序,1
2021055418-10,8000182403,8000032876,8000001365,套塑子工序,1
2021055418-10,8000182403,8000032876,8000001341,套塑子工序,1
2021055418-10,8000182403,8000032876,8000001281,套塑子工序,1
2021055418-10,8000182403,8000032876,8000001353,套塑子工序,1
2021055418-10,8000182403,8000032876,8000001377,套塑子工序,1
2021055418-10,8000182403,8000032876,8000001305,套塑子工序,1
2021055418-10,8000182403,8000032876,8000001401,套塑子工序,1
2021055418-10,8000182403,8000001281,8000225738,着色子工序,0.005848
2021055418-10,8000182403,8000001281,8000000002,着色子工序,1
2021055418-10,8000182403,8000001329,8000000002,着色子工序,1
2021055418-10,8000182403,8000001329,8000225742,着色子工序,0.005848
2021055418-10,8000182403,8000001365,8000000002,着色子工序,1
2021055418-10,8000182403,8000001365,8000225745,着色子工序,0.005848
2021055418-10,8000182403,8000001293,8000225739,着色子工序,0.005848
2021055418-10,8000182403,8000001293,8000000002,着色子工序,1
2021055418-10,8000182403,8000001317,8000000002,着色子工序,1
2021055418-10,8000182403,8000001317,8000225741,着色子工序,0.005848
2021055418-10,8000182403,8000001353,8000225744,着色子工序,0.005848
2021055418-10,8000182403,8000001353,8000000002,着色子工序,1
2021055418-10,8000182403,8000001341,8000000002,着色子工序,1
2021055418-10,8000182403,8000001341,8000225743,着色子工序,0.005848
2021055418-10,8000182403,8000001377,8000225746,着色子工序,0.005848
2021055418-10,8000182403,8000001377,8000000002,着色子工序,1
2021055418-10,8000182403,8000001389,8000225747,着色子工序,0.005848
2021055418-10,8000182403,8000001389,8000000002,着色子工序,1
2021055418-10,8000182403,8000001401,8000000002,着色子工序,1
2021055418-10,8000182403,8000001401,8000225748,着色子工序,0.005848
2021055418-10,8000182403,8000001305,8000225740,着色子工序,0.005848
2021055418-10,8000182403,8000001305,8000000002,着色子工序,1
2021055418-10,8000182403,8000001269,8000000002,着色子工序,1
2021055418-10,8000182403,8000001269,8000225737,着色子工序,0.005848
2021055411-90,8000182808,8000182808,8000279449,外护子工序,46.029
2021055411-90,8000182808,8000182808,8000283700,外护子工序,85.823
2021055411-90,8000182808,8000182808,8000160303,外护子工序,1
2021055411-90,8000182808,8000182808,8000289317,外护子工序,1.402
2021055411-90,8000182808,8000160303,8000062582,内护子工序,1.025
2021055411-90,8000182808,8000160303,8000239089,内护子工序,0.35
2021055411-90,8000182808,8000160303,8000225974,内护子工序,6.858
2021055411-90,8000182808,8000160303,8000224420,内护子工序,31.072
2021055411-90,8000182808,8000062582,8000239096,成缆子工序,0.346341
2021055411-90,8000182808,8000062582,8000031824,成缆子工序,1
2021055411-90,8000182808,8000062582,8000031826,成缆子工序,1
2021055411-90,8000182808,8000062582,8000031830,成缆子工序,1
2021055411-90,8000182808,8000062582,8000031820,成缆子工序,1
2021055411-90,8000182808,8000062582,8000031827,成缆子工序,1
2021055411-90,8000182808,8000062582,8000031828,成缆子工序,1
2021055411-90,8000182808,8000062582,8000031823,成缆子工序,1
2021055411-90,8000182808,8000062582,8000031822,成缆子工序,1
2021055411-90,8000182808,8000062582,8000051756,成缆子工序,1.02439
2021055411-90,8000182808,8000062582,8000031821,成缆子工序,1
2021055411-90,8000182808,8000062582,8000031825,成缆子工序,1
2021055411-90,8000182808,8000062582,8000225974,成缆子工序,7.646829
2021055411-90,8000182808,8000062582,8000031829,成缆子工序,1
2021055411-90,8000182808,8000062582,8000031819,成缆子工序,1
2021055411-90,8000182808,8000031824,8000001389,套塑子工序,1
2021055411-90,8000182808,8000031824,8000224609,套塑子工序,2.705366
2021055411-90,8000182808,8000031824,8000001281,套塑子工序,1
2021055411-90,8000182808,8000031824,8000001269,套塑子工序,1
2021055411-90,8000182808,8000031824,8000001365,套塑子工序,1
2021055411-90,8000182808,8000031824,8000001305,套塑子工序,1
2021055411-90,8000182808,8000031824,8000001353,套塑子工序,1
2021055411-90,8000182808,8000031824,8000001317,套塑子工序,1
2021055411-90,8000182808,8000031824,8000001293,套塑子工序,1
2021055411-90,8000182808,8000031824,8000001377,套塑子工序,1
2021055411-90,8000182808,8000031824,8000225972,套塑子工序,1.436098
2021055411-90,8000182808,8000031824,8000001401,套塑子工序,1
2021055411-90,8000182808,8000031824,8000001329,套塑子工序,1
2021055411-90,8000182808,8000031824,8000001341,套塑子工序,1
2021055411-90,8000182808,8000031826,8000001293,套塑子工序,1
2021055411-90,8000182808,8000031826,8000001341,套塑子工序,1
2021055411-90,8000182808,8000031826,8000001305,套塑子工序,1
2021055411-90,8000182808,8000031826,8000001281,套塑子工序,1
2021055411-90,8000182808,8000031826,8000001353,套塑子工序,1
2021055411-90,8000182808,8000031826,8000225972,套塑子工序,1.436098
2021055411-90,8000182808,8000031826,8000224609,套塑子工序,2.705366
2021055411-90,8000182808,8000031826,8000001365,套塑子工序,1
2021055411-90,8000182808,8000031826,8000001401,套塑子工序,1
2021055411-90,8000182808,8000031826,8000001329,套塑子工序,1
2021055411-90,8000182808,8000031826,8000001389,套塑子工序,1
2021055411-90,8000182808,8000031826,8000001377,套塑子工序,1
2021055411-90,8000182808,8000031826,8000001317,套塑子工序,1
2021055411-90,8000182808,8000031826,8000001269,套塑子工序,1
2021055411-90,8000182808,8000031826,8000283277,套塑子工序,0.094634
2021055411-90,8000182808,8000031830,8000001401,套塑子工序,1
2021055411-90,8000182808,8000031830,8000001317,套塑子工序,1
2021055411-90,8000182808,8000031830,8000001353,套塑子工序,1
2021055411-90,8000182808,8000031830,8000001389,套塑子工序,1
2021055411-90,8000182808,8000031830,8000225972,套塑子工序,1.436098
2021055411-90,8000182808,8000031830,8000001293,套塑子工序,1
2021055411-90,8000182808,8000031830,8000001305,套塑子工序,1
2021055411-90,8000182808,8000031830,8000224609,套塑子工序,2.705366
2021055411-90,8000182808,8000031830,8000224624,套塑子工序,0.094634
2021055411-90,8000182808,8000031830,8000001341,套塑子工序,1
2021055411-90,8000182808,8000031830,8000001365,套塑子工序,1
2021055411-90,8000182808,8000031830,8000001377,套塑子工序,1
2021055411-90,8000182808,8000031830,8000001269,套塑子工序,1
2021055411-90,8000182808,8000031830,8000001329,套塑子工序,1
2021055411-90,8000182808,8000031830,8000001281,套塑子工序,1
2021055411-90,8000182808,8000031820,8000001377,套塑子工序,1
2021055411-90,8000182808,8000031820,8000001389,套塑子工序,1
2021055411-90,8000182808,8000031820,8000001293,套塑子工序,1
2021055411-90,8000182808,8000031820,8000225972,套塑子工序,1.436098
2021055411-90,8000182808,8000031820,8000283271,套塑子工序,0.094634
2021055411-90,8000182808,8000031820,8000001281,套塑子工序,1
2021055411-90,8000182808,8000031820,8000001353,套塑子工序,1
2021055411-90,8000182808,8000031820,8000001401,套塑子工序,1
2021055411-90,8000182808,8000031820,8000001305,套塑子工序,1
2021055411-90,8000182808,8000031820,8000001317,套塑子工序,1
2021055411-90,8000182808,8000031820,8000001329,套塑子工序,1
2021055411-90,8000182808,8000031820,8000224609,套塑子工序,2.705366
2021055411-90,8000182808,8000031820,8000001269,套塑子工序,1
2021055411-90,8000182808,8000031820,8000001365,套塑子工序,1
2021055411-90,8000182808,8000031820,8000001341,套塑子工序,1
2021055411-90,8000182808,8000031827,8000001293,套塑子工序,1
2021055411-90,8000182808,8000031827,8000225972,套塑子工序,1.436098
2021055411-90,8000182808,8000031827,8000001329,套塑子工序,1
2021055411-90,8000182808,8000031827,8000001281,套塑子工序,1
2021055411-90,8000182808,8000031827,8000001377,套塑子工序,1
2021055411-90,8000182808,8000031827,8000224609,套塑子工序,2.705366
2021055411-90,8000182808,8000031827,8000001353,套塑子工序,1
2021055411-90,8000182808,8000031827,8000001269,套塑子工序,1
2021055411-90,8000182808,8000031827,8000001305,套塑子工序,1
2021055411-90,8000182808,8000031827,8000001341,套塑子工序,1
2021055411-90,8000182808,8000031827,8000001401,套塑子工序,1
2021055411-90,8000182808,8000031827,8000001389,套塑子工序,1
2021055411-90,8000182808,8000031827,8000001365,套塑子工序,1
2021055411-90,8000182808,8000031827,8000001317,套塑子工序,1
2021055411-90,8000182808,8000031827,8000283278,套塑子工序,0.094634
2021055411-90,8000182808,8000031828,8000001269,套塑子工序,1
2021055411-90,8000182808,8000031828,8000001281,套塑子工序,1
2021055411-90,8000182808,8000031828,8000283279,套塑子工序,0.094634
2021055411-90,8000182808,8000031828,8000224609,套塑子工序,2.705366
2021055411-90,8000182808,8000031828,8000001293,套塑子工序,1
2021055411-90,8000182808,8000031828,8000001389,套塑子工序,1
2021055411-90,8000182808,8000031828,8000001353,套塑子工序,1
2021055411-90,8000182808,8000031828,8000001377,套塑子工序,1
2021055411-90,8000182808,8000031828,8000001341,套塑子工序,1
2021055411-90,8000182808,8000031828,8000001365,套塑子工序,1
2021055411-90,8000182808,8000031828,8000001317,套塑子工序,1
2021055411-90,8000182808,8000031828,8000001305,套塑子工序,1
2021055411-90,8000182808,8000031828,8000001401,套塑子工序,1
2021055411-90,8000182808,8000031828,8000225972,套塑子工序,1.436098
2021055411-90,8000182808,8000031828,8000001329,套塑子工序,1
2021055411-90,8000182808,8000031823,8000001365,套塑子工序,1
2021055411-90,8000182808,8000031823,8000224617,套塑子工序,0.094634
2021055411-90,8000182808,8000031823,8000001377,套塑子工序,1
2021055411-90,8000182808,8000031823,8000225972,套塑子工序,1.436098
2021055411-90,8000182808,8000031823,8000001401,套塑子工序,1
2021055411-90,8000182808,8000031823,8000001269,套塑子工序,1
2021055411-90,8000182808,8000031823,8000001317,套塑子工序,1
2021055411-90,8000182808,8000031823,8000001293,套塑子工序,1
2021055411-90,8000182808,8000031823,8000001353,套塑子工序,1
2021055411-90,8000182808,8000031823,8000001305,套塑子工序,1
2021055411-90,8000182808,8000031823,8000001389,套塑子工序,1
2021055411-90,8000182808,8000031823,8000001329,套塑子工序,1
2021055411-90,8000182808,8000031823,8000001341,套塑子工序,1
2021055411-90,8000182808,8000031823,8000224609,套塑子工序,2.705366
2021055411-90,8000182808,8000031823,8000001281,套塑子工序,1
2021055411-90,8000182808,8000031822,8000001353,套塑子工序,1
2021055411-90,8000182808,8000031822,8000001281,套塑子工序,1
2021055411-90,8000182808,8000031822,8000001341,套塑子工序,1
2021055411-90,8000182808,8000031822,8000001401,套塑子工序,1
2021055411-90,8000182808,8000031822,8000001377,套塑子工序,1
2021055411-90,8000182808,8000031822,8000001317,套塑子工序,1
2021055411-90,8000182808,8000031822,8000001365,套塑子工序,1
2021055411-90,8000182808,8000031822,8000224609,套塑子工序,2.705366
2021055411-90,8000182808,8000031822,8000001269,套塑子工序,1
2021055411-90,8000182808,8000031822,8000001305,套塑子工序,1
2021055411-90,8000182808,8000031822,8000283273,套塑子工序,0.094634
2021055411-90,8000182808,8000031822,8000225972,套塑子工序,1.436098
2021055411-90,8000182808,8000031822,8000001329,套塑子工序,1
2021055411-90,8000182808,8000031822,8000001389,套塑子工序,1
2021055411-90,8000182808,8000031822,8000001293,套塑子工序,1
2021055411-90,8000182808,8000051756,8000224419,加强件子工序,23.185714
2021055411-90,8000182808,8000051756,8000223854,加强件子工序,1
2021055411-90,8000182808,8000031821,8000001377,套塑子工序,1
2021055411-90,8000182808,8000031821,8000001269,套塑子工序,1
2021055411-90,8000182808,8000031821,8000283272,套塑子工序,0.094634
2021055411-90,8000182808,8000031821,8000001281,套塑子工序,1
2021055411-90,8000182808,8000031821,8000001341,套塑子工序,1
2021055411-90,8000182808,8000031821,8000225972,套塑子工序,1.436098
2021055411-90,8000182808,8000031821,8000001329,套塑子工序,1
2021055411-90,8000182808,8000031821,8000224609,套塑子工序,2.705366
2021055411-90,8000182808,8000031821,8000001317,套塑子工序,1
2021055411-90,8000182808,8000031821,8000001293,套塑子工序,1
2021055411-90,8000182808,8000031821,8000001401,套塑子工序,1
2021055411-90,8000182808,8000031821,8000001389,套塑子工序,1
2021055411-90,8000182808,8000031821,8000001305,套塑子工序,1
2021055411-90,8000182808,8000031821,8000001365,套塑子工序,1
2021055411-90,8000182808,8000031821,8000001353,套塑子工序,1
2021055411-90,8000182808,8000031825,8000001353,套塑子工序,1
2021055411-90,8000182808,8000031825,8000001401,套塑子工序,1
2021055411-90,8000182808,8000031825,8000283276,套塑子工序,0.094634
2021055411-90,8000182808,8000031825,8000001293,套塑子工序,1
2021055411-90,8000182808,8000031825,8000001317,套塑子工序,1
2021055411-90,8000182808,8000031825,8000001365,套塑子工序,1
2021055411-90,8000182808,8000031825,8000001269,套塑子工序,1
2021055411-90,8000182808,8000031825,8000001281,套塑子工序,1
2021055411-90,8000182808,8000031825,8000001329,套塑子工序,1
2021055411-90,8000182808,8000031825,8000001305,套塑子工序,1
2021055411-90,8000182808,8000031825,8000225972,套塑子工序,1.436098
2021055411-90,8000182808,8000031825,8000001377,套塑子工序,1
