销售订单行号,产品编码,母件编码,子件编码,产生阶段,定额,采购
2021055411-90,8000182808,8000031820,8000001365,套塑子工序,1,8000001365
2021055411-90,8000182808,8000031820,8000001341,套塑子工序,1,8000001341
2021055411-90,8000182808,8000031827,8000001293,套塑子工序,1,8000001293
2021055411-90,8000182808,8000031827,8000225972,套塑子工序,1.436098,是
2021055411-90,8000182808,8000031827,8000001329,套塑子工序,1,8000001329
2021055411-90,8000182808,8000031827,8000001281,套塑子工序,1,8000001281
2021055411-90,8000182808,8000031827,8000001377,套塑子工序,1,8000001377
2021055411-90,8000182808,8000031827,8000224609,套塑子工序,2.705366,是
2021055411-90,8000182808,8000031827,8000001353,套塑子工序,1,8000001353
2021055411-90,8000182808,8000031827,8000001269,套塑子工序,1,8000001269
2021055411-90,8000182808,8000031827,8000001305,套塑子工序,1,8000001305
2021055411-90,8000182808,8000031827,8000001341,套塑子工序,1,8000001341
2021055411-90,8000182808,8000031827,8000001401,套塑子工序,1,8000001401
2021055411-90,8000182808,8000031827,8000001389,套塑子工序,1,8000001389
2021055411-90,8000182808,8000031827,8000001365,套塑子工序,1,8000001365
2021055411-90,8000182808,8000031827,8000001317,套塑子工序,1,8000001317
2021055411-90,8000182808,8000031827,8000283278,套塑子工序,0.094634,是
2021055411-90,8000182808,8000031828,8000001269,套塑子工序,1,8000001269
2021055411-90,8000182808,8000031828,8000001281,套塑子工序,1,8000001281
2021055411-90,8000182808,8000031828,8000283279,套塑子工序,0.094634,是
2021055411-90,8000182808,8000031828,8000224609,套塑子工序,2.705366,是
2021055411-90,8000182808,8000031828,8000001293,套塑子工序,1,8000001293
2021055411-90,8000182808,8000031828,8000001389,套塑子工序,1,8000001389
2021055411-90,8000182808,8000031828,8000001353,套塑子工序,1,8000001353
2021055411-90,8000182808,8000031828,8000001377,套塑子工序,1,8000001377
2021055411-90,8000182808,8000031828,8000001341,套塑子工序,1,8000001341
2021055411-90,8000182808,8000031828,8000001365,套塑子工序,1,8000001365
2021055411-90,8000182808,8000031828,8000001317,套塑子工序,1,8000001317
2021055411-90,8000182808,8000031828,8000001305,套塑子工序,1,8000001305
2021055411-90,8000182808,8000031828,8000001401,套塑子工序,1,8000001401
2021055411-90,8000182808,8000031828,8000225972,套塑子工序,1.436098,是
2021055411-90,8000182808,8000031828,8000001329,套塑子工序,1,8000001329
2021055411-90,8000182808,8000031823,8000001365,套塑子工序,1,8000001365
2021055411-90,8000182808,8000031823,8000224617,套塑子工序,0.094634,是
2021055411-90,8000182808,8000031823,8000001377,套塑子工序,1,8000001377
2021055411-90,8000182808,8000031823,8000225972,套塑子工序,1.436098,是
2021055411-90,8000182808,8000031823,8000001401,套塑子工序,1,8000001401
2021055411-90,8000182808,8000031823,8000001269,套塑子工序,1,8000001269
2021055411-90,8000182808,8000031823,8000001317,套塑子工序,1,8000001317
2021055411-90,8000182808,8000031823,8000001293,套塑子工序,1,8000001293
2021055411-90,8000182808,8000031823,8000001353,套塑子工序,1,8000001353
2021055411-90,8000182808,8000031823,8000001305,套塑子工序,1,8000001305
2021055411-90,8000182808,8000031823,8000001389,套塑子工序,1,8000001389
2021055411-90,8000182808,8000031823,8000001329,套塑子工序,1,8000001329
2021055411-90,8000182808,8000031823,8000001341,套塑子工序,1,8000001341
2021055411-90,8000182808,8000031823,8000224609,套塑子工序,2.705366,是
2021055411-90,8000182808,8000031823,8000001281,套塑子工序,1,8000001281
2021055411-90,8000182808,8000031822,8000001353,套塑子工序,1,8000001353
2021055411-90,8000182808,8000031822,8000001281,套塑子工序,1,8000001281
2021055411-90,8000182808,8000031822,8000001341,套塑子工序,1,8000001341
2021055411-90,8000182808,8000031822,8000001401,套塑子工序,1,8000001401
2021055411-90,8000182808,8000031822,8000001377,套塑子工序,1,8000001377
2021055411-90,8000182808,8000031822,8000001317,套塑子工序,1,8000001317
2021055411-90,8000182808,8000031822,8000001365,套塑子工序,1,8000001365
2021055411-90,8000182808,8000031822,8000224609,套塑子工序,2.705366,是
2021055411-90,8000182808,8000031822,8000001269,套塑子工序,1,8000001269
2021055411-90,8000182808,8000031822,8000001305,套塑子工序,1,8000001305
2021055411-90,8000182808,8000031822,8000283273,套塑子工序,0.094634,是
2021055411-90,8000182808,8000031822,8000225972,套塑子工序,1.436098,是
2021055411-90,8000182808,8000031822,8000001329,套塑子工序,1,8000001329
2021055411-90,8000182808,8000031822,8000001389,套塑子工序,1,8000001389
2021055411-90,8000182808,8000031822,8000001293,套塑子工序,1,8000001293
2021055411-90,8000182808,8000051756,8000224419,加强件子工序,23.185714,是
2021055411-90,8000182808,8000051756,8000223854,加强件子工序,1,是
2021055411-90,8000182808,8000031821,8000001377,套塑子工序,1,8000001377
2021055411-90,8000182808,8000031821,8000001269,套塑子工序,1,8000001269
2021055411-90,8000182808,8000031821,8000283272,套塑子工序,0.094634,是
2021055411-90,8000182808,8000031821,8000001281,套塑子工序,1,8000001281
2021055411-90,8000182808,8000031821,8000001341,套塑子工序,1,8000001341
2021055411-90,8000182808,8000031821,8000225972,套塑子工序,1.436098,是
2021055411-90,8000182808,8000031821,8000001329,套塑子工序,1,8000001329
2021055411-90,8000182808,8000031821,8000224609,套塑子工序,2.705366,是
2021055411-90,8000182808,8000031821,8000001317,套塑子工序,1,8000001317
2021055411-90,8000182808,8000031821,8000001293,套塑子工序,1,8000001293
2021055411-90,8000182808,8000031821,8000001401,套塑子工序,1,8000001401
2021055411-90,8000182808,8000031821,8000001389,套塑子工序,1,8000001389
2021055411-90,8000182808,8000031821,8000001305,套塑子工序,1,8000001305
2021055411-90,8000182808,8000031821,8000001365,套塑子工序,1,8000001365
2021055411-90,8000182808,8000031821,8000001353,套塑子工序,1,8000001353
2021055411-90,8000182808,8000031825,8000001353,套塑子工序,1,8000001353
2021055411-90,8000182808,8000031825,8000001401,套塑子工序,1,8000001401
2021055411-90,8000182808,8000031825,8000283276,套塑子工序,0.094634,是
2021055411-90,8000182808,8000031825,8000001293,套塑子工序,1,8000001293
2021055411-90,8000182808,8000031825,8000001317,套塑子工序,1,8000001317
2021055411-90,8000182808,8000031825,8000001365,套塑子工序,1,8000001365
2021055411-90,8000182808,8000031825,8000001269,套塑子工序,1,8000001269
2021055411-90,8000182808,8000031825,8000001281,套塑子工序,1,8000001281
2021055411-90,8000182808,8000031825,8000001329,套塑子工序,1,8000001329
2021055411-90,8000182808,8000031825,8000001305,套塑子工序,1,8000001305
2021055411-90,8000182808,8000031825,8000225972,套塑子工序,1.436098,是
2021055411-90,8000182808,8000031825,8000001377,套塑子工序,1,8000001377
2021055411-90,8000182808,8000031825,8000001389,套塑子工序,1,8000001389
2021055411-90,8000182808,8000031825,8000224609,套塑子工序,2.705366,是
2021055411-90,8000182808,8000031825,8000001341,套塑子工序,1,8000001341
2021055411-90,8000182808,8000031829,8000001401,套塑子工序,1,8000001401
2021055411-90,8000182808,8000031829,8000001317,套塑子工序,1,8000001317
2021055411-90,8000182808,8000031829,8000001281,套塑子工序,1,8000001281
2021055411-90,8000182808,8000031829,8000001305,套塑子工序,1,8000001305
2021055411-90,8000182808,8000031829,8000001341,套塑子工序,1,8000001341
2021055411-90,8000182808,8000031829,8000001269,套塑子工序,1,8000001269
2021055411-90,8000182808,8000031829,8000001293,套塑子工序,1,8000001293
2021055411-90,8000182808,8000031829,8000001329,套塑子工序,1,8000001329
2021055411-90,8000182808,8000031829,8000001353,套塑子工序,1,8000001353
2021055411-90,8000182808,8000031829,8000225972,套塑子工序,1.436098,是
2021055411-90,8000182808,8000031829,8000001389,套塑子工序,1,8000001389
2021055411-90,8000182808,8000031829,8000224623,套塑子工序,0.094634,是
2021055411-90,8000182808,8000031829,8000224609,套塑子工序,2.705366,是
2021055411-90,8000182808,8000031829,8000001365,套塑子工序,1,8000001365
2021055411-90,8000182808,8000031829,8000001377,套塑子工序,1,8000001377
2021055411-90,8000182808,8000031819,8000001389,套塑子工序,1,8000001389
2021055411-90,8000182808,8000031819,8000224609,套塑子工序,2.705366,是
2021055411-90,8000182808,8000031819,8000001329,套塑子工序,1,8000001329
2021055411-90,8000182808,8000031819,8000001305,套塑子工序,1,8000001305
2021055411-90,8000182808,8000031819,8000283270,套塑子工序,0.094634,是
2021055411-90,8000182808,8000031819,8000001353,套塑子工序,1,8000001353
2021055411-90,8000182808,8000031819,8000001341,套塑子工序,1,8000001341
2021055411-90,8000182808,8000031819,8000001401,套塑子工序,1,8000001401
2021055411-90,8000182808,8000031819,8000001317,套塑子工序,1,8000001317
2021055411-90,8000182808,8000031819,8000001269,套塑子工序,1,8000001269
2021055411-90,8000182808,8000031819,8000001281,套塑子工序,1,8000001281
2021055411-90,8000182808,8000031819,8000225972,套塑子工序,1.436098,是
2021055411-90,8000182808,8000031819,8000001293,套塑子工序,1,8000001293
2021055411-90,8000182808,8000031819,8000001377,套塑子工序,1,8000001377
2021055411-90,8000182808,8000031819,8000001365,套塑子工序,1,8000001365
2021055411-90,8000182808,8000001389,8000000002,着色子工序,1,是
2021055411-90,8000182808,8000001389,8000225747,着色子工序,0.005854,是
2021055411-90,8000182808,8000001281,8000000002,着色子工序,1,是
2021055411-90,8000182808,8000001281,8000225738,着色子工序,0.005854,是
2021055411-90,8000182808,8000001269,8000225737,着色子工序,0.005854,是
2021055411-90,8000182808,8000001269,8000000002,着色子工序,1,是
2021055411-90,8000182808,8000001365,8000000002,着色子工序,1,是
2021055411-90,8000182808,8000001365,8000225745,着色子工序,0.005854,是
2021055411-90,8000182808,8000001305,8000000002,着色子工序,1,是
2021055411-90,8000182808,8000001305,8000225740,着色子工序,0.005854,是
2021055411-90,8000182808,8000001353,8000000002,着色子工序,1,是
2021055411-90,8000182808,8000001353,8000225744,着色子工序,0.005854,是
2021055411-90,8000182808,8000001317,8000000002,着色子工序,1,是
2021055411-90,8000182808,8000001317,8000225741,着色子工序,0.005854,是
2021055411-90,8000182808,8000001293,8000000002,着色子工序,1,是
2021055411-90,8000182808,8000001293,8000225739,着色子工序,0.005854,是
2021055411-90,8000182808,8000001377,8000225746,着色子工序,0.005854,是
2021055411-90,8000182808,8000001377,8000000002,着色子工序,1,是
2021055411-90,8000182808,8000001401,8000000002,着色子工序,1,是
2021055411-90,8000182808,8000001401,8000225748,着色子工序,0.005854,是
2021055411-90,8000182808,8000001329,8000225742,着色子工序,0.005854,是
2021055411-90,8000182808,8000001329,8000000002,着色子工序,1,是
2021055411-90,8000182808,8000001341,8000225743,着色子工序,0.005854,是
2021055411-90,8000182808,8000001341,8000000002,着色子工序,1,是
2021050505-10,8000182864,8000182864,8000156023,外护子工序,1,8000156023
2021050505-10,8000182864,8000182864,8000280363,外护子工序,36.635,是
2021050505-10,8000182864,8000182864,8000284246,外护子工序,64.734,是
2021050505-10,8000182864,8000156023,8000224419,内护子工序,23.045,是
2021050505-10,8000182864,8000156023,8000055542,内护子工序,1.029,8000055542
2021050505-10,8000182864,8000156023,8000225974,内护子工序,10.302,是
2021050505-10,8000182864,8000156023,8000270855,内护子工序,12.087,是
2021050505-10,8000182864,8000055542,8000275219,成缆子工序,0.261419,是
2021050505-10,8000182864,8000055542,8000223851,成缆子工序,1.020408,是
2021050505-10,8000182864,8000055542,8000051658,成缆子工序,4,是
2021050505-10,8000182864,8000055542,8000032495,成缆子工序,1,8000032495
2021050505-10,8000182864,8000055542,8000239089,成缆子工序,0.261419,是
2021050505-10,8000182864,8000055542,8000032644,成缆子工序,1,8000032644
2021050505-10,8000182864,8000032495,8000283271,套塑子工序,0.09621,是
2021050505-10,8000182864,8000032495,8000224609,套塑子工序,2.759961,是
2021050505-10,8000182864,8000032495,8000001281,套塑子工序,1,8000001281
2021050505-10,8000182864,8000032495,8000001269,套塑子工序,1,8000001269
2021050505-10,8000182864,8000032495,8000225972,套塑子工序,1.795918,是
2021050505-10,8000182864,8000032644,8000001413,套塑子工序,1,8000001413
2021050505-10,8000182864,8000032644,8000001281,套塑子工序,1,8000001281
2021050505-10,8000182864,8000032644,8000225972,套塑子工序,1.795918,是
2021050505-10,8000182864,8000032644,8000283270,套塑子工序,0.09621,是
2021050505-10,8000182864,8000032644,8000001317,套塑子工序,1,8000001317
2021050505-10,8000182864,8000032644,8000001269,套塑子工序,1,8000001269
2021050505-10,8000182864,8000032644,8000001293,套塑子工序,1,8000001293
2021050505-10,8000182864,8000032644,8000001305,套塑子工序,1,8000001305
2021050505-10,8000182864,8000032644,8000224609,套塑子工序,2.759961,是
2021050505-10,8000182864,8000001281,8000000002,着色子工序,1,是
2021050505-10,8000182864,8000001269,8000000002,着色子工序,1,是
2021050505-10,8000182864,8000001413,8000000002,着色子工序,1,是
2021050505-10,8000182864,8000001317,8000000002,着色子工序,1,是
2021050505-10,8000182864,8000001293,8000000002,着色子工序,1,是
2021050505-10,8000182864,8000001305,8000000002,着色子工序,1,是
2021050366-10,8000186879,8000186879,8000270757,外护子工序,1,8000270757
2021050366-10,8000186879,8000186879,8000237152,外护子工序,167.969,是
2021050366-10,8000186879,8000186879,8000281692,外护子工序,53.544,是
2021050366-10,8000186879,8000270757,8000225974,内护子工序,18.865,是
2021050366-10,8000186879,8000270757,8000258326,内护子工序,18.715,是
2021050366-10,8000186879,8000270757,8000224419,内护子工序,43.35,是
2021050366-10,8000186879,8000270757,8000063391,内护子工序,1.022,8000063391
2021050366-10,8000186879,8000063391,8000239089,成缆子工序,0.377691,是
2021050366-10,8000186879,8000063391,8000033394,成缆子工序,1,8000033394
2021050366-10,8000186879,8000063391,8000033399,成缆子工序,1,8000033399
2021050366-10,8000186879,8000063391,8000033397,成缆子工序,1,8000033397
2021050366-10,8000186879,8000063391,8000051802,成缆子工序,1.027397,8000051802
2021050366-10,8000186879,8000063391,8000033396,成缆子工序,1,8000033396
2021050366-10,8000186879,8000063391,8000033402,成缆子工序,1,8000033402
2021050366-10,8000186879,8000063391,8000275219,成缆子工序,0.377691,是
2021050366-10,8000186879,8000063391,8000033403,成缆子工序,1,8000033403
2021050366-10,8000186879,8000063391,8000033395,成缆子工序,1,8000033395
2021050366-10,8000186879,8000063391,8000033404,成缆子工序,1,8000033404
2021050366-10,8000186879,8000063391,8000033401,成缆子工序,1,8000033401
2021050366-10,8000186879,8000063391,8000033398,成缆子工序,1,8000033398
2021050366-10,8000186879,8000063391,8000033405,成缆子工序,1,8000033405
2021050366-10,8000186879,8000063391,8000033400,成缆子工序,1,8000033400
2021050366-10,8000186879,8000033394,8000283270,套塑子工序,0.11546,是
2021050366-10,8000186879,8000033394,8000001365,套塑子工序,1,8000001365
2021050366-10,8000186879,8000033394,8000001305,套塑子工序,1,8000001305
