销售订单号,物料编码,子工序编码,时间单位,时间,产量,连续生产类别编码,设备编号,工作中心编码,换线时间,,,,,,,,,,,
2021050505-10,8000055542,A0020401,分,1,0.06,"G01030301,无,,1+6,2.4,FRP",ST05,A00204,30,,,,,,,,,,,
2021050505-10,8000055542,A0020401,分,1,0.06,"G01030301,无,,1+6,2.4,FRP",ST04,A00204,30,,,,,,,,,,,
2021050505-10,8000055542,A0020401,分,1,0.06,"G01030301,无,,1+6,2.4,FRP",ST03,A00204,30,,,,,,,,,,,
2021050505-10,8000055542,A0020401,分,1,0.06,"G01030301,无,,1+6,2.4,FRP",ST02,A00204,30,,,,,,,,,,,
2021050505-10,8000055542,A0020401,分,1,0.06,"G01030301,无,,1+6,2.4,FRP",ST01,A00204,30,,,,,,,,,,,
2021050505-10,8000032495,A0020301,分,1,0.26,"G01030201,,,,橙,2.4,2,",SC03,A00203,30,,,,,,,,,,,
2021050505-10,8000032495,A0020301,分,1,0.23,"G01030201,,,,橙,2.4,2,",SC05,A00203,30,,,,,,,,,,,
2021050505-10,8000032495,A0020301,分,1,0.2,"G01030201,,,,橙,2.4,2,",SC09,A00203,30,,,,,,,,,,,
2021050505-10,8000032495,A0020301,分,1,0.2,"G01030201,,,,橙,2.4,2,",SC01,A00203,30,,,,,,,,,,,
2021050505-10,8000051658,A0020701,分,1,0.12,8000051658,CS05,A00207,20,,,,,,,,,,,
2021050505-10,8000051658,A0020701,分,1,0.12,8000051658,CS01,A00207,20,,,,,,,,,,,
2021050505-10,8000051658,A0020701,分,1,0.12,8000051658,FL07,A00207,20,,,,,,,,,,,
2021050505-10,8000051658,A0020701,分,1,0.12,8000051658,FL06,A00207,20,,,,,,,,,,,
2021050505-10,8000051658,A0020701,分,1,0.12,8000051658,FL05,A00207,20,,,,,,,,,,,
2021050505-10,8000051658,A0020701,分,1,0.12,8000051658,FL04,A00207,20,,,,,,,,,,,
2021050505-10,8000051658,A0020701,分,1,0.12,8000051658,FL03,A00207,20,,,,,,,,,,,
2021050505-10,8000051658,A0020701,分,1,0.12,8000051658,FL02,A00207,20,,,,,,,,,,,
2021050505-10,8000051658,A0020701,分,1,0.12,8000051658,FL01,A00207,20,,,,,,,,,,,
2021050505-10,8000182864,A0020601,分,1,0.05,"G01030523,GYFTA53,,0.000,N,1+6,/2.4,1.7",SH12,A00206,20,,,,,,,,,,,
2021050505-10,8000182864,A0020601,分,1,0.05,"G01030523,GYFTA53,,0.000,N,1+6,/2.4,1.7",SH11,A00206,20,,,,,,,,,,,
2021050505-10,8000182864,A0020601,分,1,0.05,"G01030523,GYFTA53,,0.000,N,1+6,/2.4,1.7",SH10,A00206,20,,,,,,,,,,,
2021050505-10,8000182864,A0020601,分,1,0.05,"G01030523,GYFTA53,,0.000,N,1+6,/2.4,1.7",SH09,A00206,20,,,,,,,,,,,
2021050505-10,8000182864,A0020601,分,1,0.05,"G01030523,GYFTA53,,0.000,N,1+6,/2.4,1.7",SH08,A00206,20,,,,,,,,,,,
2021050505-10,8000182864,A0020601,分,1,0.05,"G01030523,GYFTA53,,0.000,N,1+6,/2.4,1.7",SH07,A00206,20,,,,,,,,,,,
2021050505-10,8000182864,A0020601,分,1,0.05,"G01030523,GYFTA53,,0.000,N,1+6,/2.4,1.7",SH19,A00206,20,,,,,,,,,,,
2021050505-10,8000182864,A0020601,分,1,0.05,"G01030523,GYFTA53,,0.000,N,1+6,/2.4,1.7",SH18,A00206,20,,,,,,,,,,,
2021050505-10,8000182864,A0020601,分,1,0.05,"G01030523,GYFTA53,,0.000,N,1+6,/2.4,1.7",SH16,A00206,20,,,,,,,,,,,
2021050505-10,8000182864,A0020601,分,1,0.05,"G01030523,GYFTA53,,0.000,N,1+6,/2.4,1.7",SH15,A00206,20,,,,,,,,,,,
2021050505-10,8000182864,A0020601,分,1,0.05,"G01030523,GYFTA53,,0.000,N,1+6,/2.4,1.7",SH13,A00206,20,,,,,,,,,,,
2021050505-10,8000182864,A0020601,分,1,0.05,"G01030523,GYFTA53,,0.000,N,1+6,/2.4,1.7",SH21,A00206,20,,,,,,,,,,,
2021050505-10,8000182864,A0020601,分,1,0.05,"G01030523,GYFTA53,,0.000,N,1+6,/2.4,1.7",SH20,A00206,20,,,,,,,,,,,
2021050505-10,8000182864,A0020601,分,1,0.05,"G01030523,GYFTA53,,0.000,N,1+6,/2.4,1.7",SH05,A00206,20,,,,,,,,,,,
2021050505-10,8000182864,A0020601,分,1,0.05,"G01030523,GYFTA53,,0.000,N,1+6,/2.4,1.7",SH04,A00206,20,,,,,,,,,,,
2021050505-10,8000182864,A0020601,分,1,0.05,"G01030523,GYFTA53,,0.000,N,1+6,/2.4,1.7",SH03,A00206,20,,,,,,,,,,,
2021050505-10,8000182864,A0020601,分,1,0.05,"G01030523,GYFTA53,,0.000,N,1+6,/2.4,1.7",SH02,A00206,20,,,,,,,,,,,
2021050505-10,8000182864,A0020601,分,1,0.05,"G01030523,GYFTA53,,0.000,N,1+6,/2.4,1.7",SH01,A00206,20,,,,,,,,,,,
2021050505-10,8000156023,A0020501,分,1,0.1,"G01030402,,0,0.000,N,1+6,/2.4,0.8",SH12,A00205,20,,,,,,,,,,,
2021050505-10,8000156023,A0020501,分,1,0.1,"G01030402,,0,0.000,N,1+6,/2.4,0.8",SH11,A00205,20,,,,,,,,,,,
2021050505-10,8000156023,A0020501,分,1,0.1,"G01030402,,0,0.000,N,1+6,/2.4,0.8",SH10,A00205,20,,,,,,,,,,,
2021050505-10,8000156023,A0020501,分,1,0.1,"G01030402,,0,0.000,N,1+6,/2.4,0.8",SH09,A00205,20,,,,,,,,,,,
2021050505-10,8000156023,A0020501,分,1,0.1,"G01030402,,0,0.000,N,1+6,/2.4,0.8",SH08,A00205,20,,,,,,,,,,,
2021050505-10,8000156023,A0020501,分,1,0.1,"G01030402,,0,0.000,N,1+6,/2.4,0.8",SH07,A00205,20,,,,,,,,,,,
2021050505-10,8000156023,A0020501,分,1,0.1,"G01030402,,0,0.000,N,1+6,/2.4,0.8",SH19,A00205,20,,,,,,,,,,,
2021050505-10,8000156023,A0020501,分,1,0.1,"G01030402,,0,0.000,N,1+6,/2.4,0.8",SH18,A00205,20,,,,,,,,,,,
2021050505-10,8000156023,A0020501,分,1,0.1,"G01030402,,0,0.000,N,1+6,/2.4,0.8",SH16,A00205,20,,,,,,,,,,,
2021050505-10,8000156023,A0020501,分,1,0.1,"G01030402,,0,0.000,N,1+6,/2.4,0.8",SH15,A00205,20,,,,,,,,,,,
2021050505-10,8000156023,A0020501,分,1,0.1,"G01030402,,0,0.000,N,1+6,/2.4,0.8",SH13,A00205,20,,,,,,,,,,,
2021050505-10,8000156023,A0020501,分,1,0.1,"G01030402,,0,0.000,N,1+6,/2.4,0.8",SH21,A00205,20,,,,,,,,,,,
2021050505-10,8000156023,A0020501,分,1,0.1,"G01030402,,0,0.000,N,1+6,/2.4,0.8",SH20,A00205,20,,,,,,,,,,,
2021050505-10,8000156023,A0020501,分,1,0.1,"G01030402,,0,0.000,N,1+6,/2.4,0.8",SH05,A00205,20,,,,,,,,,,,
2021050505-10,8000156023,A0020501,分,1,0.1,"G01030402,,0,0.000,N,1+6,/2.4,0.8",SH04,A00205,20,,,,,,,,,,,
2021050505-10,8000156023,A0020501,分,1,0.1,"G01030402,,0,0.000,N,1+6,/2.4,0.8",SH03,A00205,20,,,,,,,,,,,
2021050505-10,8000156023,A0020501,分,1,0.1,"G01030402,,0,0.000,N,1+6,/2.4,0.8",SH02,A00205,20,,,,,,,,,,,
2021050505-10,8000156023,A0020501,分,1,0.1,"G01030402,,0,0.000,N,1+6,/2.4,0.8",SH01,A00205,20,,,,,,,,,,,
2021050505-10,8000032644,A0020301,分,1,0.26,"G01030201,,,,蓝,2.4,6,",SC09,A00203,30,,,,,,,,,,,
2021050505-10,8000032644,A0020301,分,1,0.23,"G01030201,,,,蓝,2.4,6,",SC01,A00203,30,,,,,,,,,,,
2021050505-10,8000032644,A0020301,分,1,0.15,"G01030201,,,,蓝,2.4,6,",SC19,A00203,30,,,,,,,,,,,
2021050505-10,8000032644,A0020301,分,1,0.3,"G01030201,,,,蓝,2.4,6,",SC08,A00203,30,,,,,,,,,,,
2021050505-10,8000032644,A0020301,分,1,0.2,"G01030201,,,,蓝,2.4,6,",SC10,A00203,30,,,,,,,,,,,
2021050505-10,8000032644,A0020301,分,1,0.2,"G01030201,,,,蓝,2.4,6,",SC06,A00203,30,,,,,,,,,,,
2021050505-10,8000032644,A0020301,分,1,0.2,"G01030201,,,,蓝,2.4,6,",SC05,A00203,30,,,,,,,,,,,
2021050368-10,8000203752,A0020601,分,1,0.05,"G01031701,ADSS,0,13.000,N,1+6,/2.6,1.7",SH11,A00206,40,,,,,,,,,,,
2021050368-10,8000203752,A0020601,分,1,0.05,"G01031701,ADSS,0,13.000,N,1+6,/2.6,1.7",SH17,A00206,40,,,,,,,,,,,
2021050368-10,8000203752,A0020601,分,1,0.05,"G01031701,ADSS,0,13.000,N,1+6,/2.6,1.7",SH21,A00206,40,,,,,,,,,,,
2021050368-10,8000203752,A0020601,分,1,0.05,"G01031701,ADSS,0,13.000,N,1+6,/2.6,1.7",SH06,A00206,40,,,,,,,,,,,
2021050368-10,8000203752,A0020601,分,1,0.05,"G01031701,ADSS,0,13.000,N,1+6,/2.6,1.7",SH05,A00206,40,,,,,,,,,,,
2021050368-10,8000148143,A0020501,分,1,0.08,"G01030401,,0,0.000,N,1+6,/2.6,0.8",SH13,A00205,20,,,,,,,,,,,
2021050368-10,8000148143,A0020501,分,1,0.08,"G01030401,,0,0.000,N,1+6,/2.6,0.8",SH12,A00205,20,,,,,,,,,,,
2021050368-10,8000148143,A0020501,分,1,0.08,"G01030401,,0,0.000,N,1+6,/2.6,0.8",SH11,A00205,20,,,,,,,,,,,
2021050368-10,8000148143,A0020501,分,1,0.08,"G01030401,,0,0.000,N,1+6,/2.6,0.8",SH10,A00205,20,,,,,,,,,,,
2021050368-10,8000148143,A0020501,分,1,0.08,"G01030401,,0,0.000,N,1+6,/2.6,0.8",SH09,A00205,20,,,,,,,,,,,
2021050368-10,8000148143,A0020501,分,1,0.08,"G01030401,,0,0.000,N,1+6,/2.6,0.8",SH08,A00205,20,,,,,,,,,,,
2021050368-10,8000148143,A0020501,分,1,0.08,"G01030401,,0,0.000,N,1+6,/2.6,0.8",SH20,A00205,20,,,,,,,,,,,
2021050368-10,8000148143,A0020501,分,1,0.08,"G01030401,,0,0.000,N,1+6,/2.6,0.8",SH19,A00205,20,,,,,,,,,,,
2021050368-10,8000148143,A0020501,分,1,0.08,"G01030401,,0,0.000,N,1+6,/2.6,0.8",SH18,A00205,20,,,,,,,,,,,
2021050368-10,8000148143,A0020501,分,1,0.08,"G01030401,,0,0.000,N,1+6,/2.6,0.8",SH16,A00205,20,,,,,,,,,,,
2021050368-10,8000148143,A0020501,分,1,0.08,"G01030401,,0,0.000,N,1+6,/2.6,0.8",SH15,A00205,20,,,,,,,,,,,
2021050368-10,8000148143,A0020501,分,1,0.08,"G01030401,,0,0.000,N,1+6,/2.6,0.8",SH21,A00205,20,,,,,,,,,,,
2021050368-10,8000148143,A0020501,分,1,0.08,"G01030401,,0,0.000,N,1+6,/2.6,0.8",SH07,A00205,20,,,,,,,,,,,
2021050368-10,8000148143,A0020501,分,1,0.08,"G01030401,,0,0.000,N,1+6,/2.6,0.8",SH05,A00205,20,,,,,,,,,,,
2021050368-10,8000148143,A0020501,分,1,0.08,"G01030401,,0,0.000,N,1+6,/2.6,0.8",SH04,A00205,20,,,,,,,,,,,
2021050368-10,8000148143,A0020501,分,1,0.08,"G01030401,,0,0.000,N,1+6,/2.6,0.8",SH03,A00205,20,,,,,,,,,,,
2021050368-10,8000148143,A0020501,分,1,0.08,"G01030401,,0,0.000,N,1+6,/2.6,0.8",SH02,A00205,20,,,,,,,,,,,
2021050368-10,8000148143,A0020501,分,1,0.08,"G01030401,,0,0.000,N,1+6,/2.6,0.8",SH01,A00205,20,,,,,,,,,,,
2021050368-10,8000033919,A0020301,分,1,0.2,"G01030201,,,,蓝,2.6,12,",SC10,A00203,30,,,,,,,,,,,
2021050368-10,8000033919,A0020301,分,1,0.2,"G01030201,,,,蓝,2.6,12,",SC09,A00203,30,,,,,,,,,,,
2021050368-10,8000033919,A0020301,分,1,0.2,"G01030201,,,,蓝,2.6,12,",SC06,A00203,30,,,,,,,,,,,
2021050368-10,8000033919,A0020301,分,1,0.22,"G01030201,,,,蓝,2.6,12,",SC05,A00203,30,,,,,,,,,,,
2021050368-10,8000033919,A0020301,分,1,0.15,"G01030201,,,,蓝,2.6,12,",SC19,A00203,30,,,,,,,,,,,
2021050368-10,8000033919,A0020301,分,1,0.3,"G01030201,,,,蓝,2.6,12,",SC08,A00203,30,,,,,,,,,,,
2021050368-10,8000033922,A0020301,分,1,0.2,"G01030201,,,,棕,2.6,12,",SC09,A00203,30,,,,,,,,,,,
2021050368-10,8000033922,A0020301,分,1,0.22,"G01030201,,,,棕,2.6,12,",SC05,A00203,30,,,,,,,,,,,
2021050368-10,8000033922,A0020301,分,1,0.2,"G01030201,,,,棕,2.6,12,",SC10,A00203,30,,,,,,,,,,,
2021050368-10,8000033922,A0020301,分,1,0.2,"G01030201,,,,棕,2.6,12,",SC06,A00203,30,,,,,,,,,,,
2021050368-10,8000033922,A0020301,分,1,0.15,"G01030201,,,,棕,2.6,12,",SC19,A00203,30,,,,,,,,,,,
2021050368-10,8000033922,A0020301,分,1,0.3,"G01030201,,,,棕,2.6,12,",SC08,A00203,30,,,,,,,,,,,
2021050368-10,8000033921,A0020301,分,1,0.2,"G01030201,,,,绿,2.6,12,",SC09,A00203,30,,,,,,,,,,,
2021050368-10,8000033921,A0020301,分,1,0.22,"G01030201,,,,绿,2.6,12,",SC05,A00203,30,,,,,,,,,,,
2021050368-10,8000033921,A0020301,分,1,0.15,"G01030201,,,,绿,2.6,12,",SC19,A00203,30,,,,,,,,,,,
2021050368-10,8000033921,A0020301,分,1,0.3,"G01030201,,,,绿,2.6,12,",SC08,A00203,30,,,,,,,,,,,
2021050368-10,8000033921,A0020301,分,1,0.2,"G01030201,,,,绿,2.6,12,",SC10,A00203,30,,,,,,,,,,,
2021050368-10,8000033921,A0020301,分,1,0.2,"G01030201,,,,绿,2.6,12,",SC06,A00203,30,,,,,,,,,,,
2021050368-10,8000033920,A0020301,分,1,0.15,"G01030201,,,,橙,2.6,12,",SC19,A00203,30,,,,,,,,,,,
2021050368-10,8000033920,A0020301,分,1,0.3,"G01030201,,,,橙,2.6,12,",SC08,A00203,30,,,,,,,,,,,
2021050368-10,8000033920,A0020301,分,1,0.2,"G01030201,,,,橙,2.6,12,",SC10,A00203,30,,,,,,,,,,,
2021050368-10,8000033920,A0020301,分,1,0.2,"G01030201,,,,橙,2.6,12,",SC09,A00203,30,,,,,,,,,,,
2021050368-10,8000033920,A0020301,分,1,0.2,"G01030201,,,,橙,2.6,12,",SC06,A00203,30,,,,,,,,,,,
2021050368-10,8000033920,A0020301,分,1,0.22,"G01030201,,,,橙,2.6,12,",SC05,A00203,30,,,,,,,,,,,
2021050368-10,8000056082,A0020401,分,1,0.06,"G01030301,无,,1+6,2.6,FRP",ST19,A00204,30,,,,,,,,,,,
2021050368-10,8000056082,A0020401,分,1,0.06,"G01030301,无,,1+6,2.6,FRP",ST18,A00204,30,,,,,,,,,,,
2021050368-10,8000056082,A0020401,分,1,0.06,"G01030301,无,,1+6,2.6,FRP",ST17,A00204,30,,,,,,,,,,,
2021050368-10,8000056082,A0020401,分,1,0.06,"G01030301,无,,1+6,2.6,FRP",ST16,A00204,30,,,,,,,,,,,
2021050368-10,8000056082,A0020401,分,1,0.06,"G01030301,无,,1+6,2.6,FRP",ST15,A00204,30,,,,,,,,,,,
2021050368-10,8000056082,A0020401,分,1,0.05,"G01030301,无,,1+6,2.6,FRP",ST13,A00204,30,,,,,,,,,,,
2021050368-10,8000056082,A0020401,分,1,0.05,"G01030301,无,,1+6,2.6,FRP",ST12,A00204,30,,,,,,,,,,,
2021050368-10,8000056082,A0020401,分,1,0.05,"G01030301,无,,1+6,2.6,FRP",ST11,A00204,30,,,,,,,,,,,
2021050368-10,8000056082,A0020401,分,1,0.06,"G01030301,无,,1+6,2.6,FRP",ST10,A00204,30,,,,,,,,,,,
2021050368-10,8000056082,A0020401,分,1,0.06,"G01030301,无,,1+6,2.6,FRP",ST09,A00204,30,,,,,,,,,,,
2021050368-10,8000056082,A0020401,分,1,0.06,"G01030301,无,,1+6,2.6,FRP",ST08,A00204,30,,,,,,,,,,,
2021050368-10,8000056082,A0020401,分,1,0.06,"G01030301,无,,1+6,2.6,FRP",ST07,A00204,30,,,,,,,,,,,
2021050368-10,8000056082,A0020401,分,1,0.06,"G01030301,无,,1+6,2.6,FRP",ST06,A00204,30,,,,,,,,,,,
2021050368-10,8000056082,A0020401,分,1,0.06,"G01030301,无,,1+6,2.6,FRP",ST05,A00204,30,,,,,,,,,,,
2021050368-10,8000056082,A0020401,分,1,0.06,"G01030301,无,,1+6,2.6,FRP",ST04,A00204,30,,,,,,,,,,,
2021050368-10,8000056082,A0020401,分,1,0.06,"G01030301,无,,1+6,2.6,FRP",ST03,A00204,30,,,,,,,,,,,
2021050368-10,8000056082,A0020401,分,1,0.06,"G01030301,无,,1+6,2.6,FRP",ST02,A00204,30,,,,,,,,,,,
2021050368-10,8000056082,A0020401,分,1,0.06,"G01030301,无,,1+6,2.6,FRP",ST01,A00204,30,,,,,,,,,,,
2021050368-10,8000051661,A0020701,分,1,0.1,8000051661,CS05,A00207,20,,,,,,,,,,,
2021050368-10,8000051661,A0020701,分,1,0.1,8000051661,CS01,A00207,20,,,,,,,,,,,
2021050368-10,8000051661,A0020701,分,1,0.1,8000051661,FL07,A00207,20,,,,,,,,,,,
2021050368-10,8000051661,A0020701,分,1,0.1,8000051661,FL06,A00207,20,,,,,,,,,,,
2021050368-10,8000051661,A0020701,分,1,0.1,8000051661,FL05,A00207,20,,,,,,,,,,,
2021050368-10,8000051661,A0020701,分,1,0.1,8000051661,FL04,A00207,20,,,,,,,,,,,
2021050368-10,8000051661,A0020701,分,1,0.1,8000051661,FL03,A00207,20,,,,,,,,,,,
2021050368-10,8000051661,A0020701,分,1,0.1,8000051661,FL02,A00207,20,,,,,,,,,,,
2021050368-10,8000051661,A0020701,分,1,0.1,8000051661,FL01,A00207,20,,,,,,,,,,,
2021050385-80,8000068980,A0020401,分,1,0.04,"G01030302,充油,,1+4,5.6,钢丝",ST13,A00204,30,,,,,,,,,,,
2021050385-80,8000068980,A0020401,分,1,0.04,"G01030302,充油,,1+4,5.6,钢丝",ST12,A00204,30,,,,,,,,,,,
2021050385-80,8000068980,A0020401,分,1,0.04,"G01030302,充油,,1+4,5.6,钢丝",ST11,A00204,30,,,,,,,,,,,
2021050385-80,8000046867,A0020301,分,1,0.05,"G01030203,,,,棕,5.6,72,",SC13,A00203,30,,,,,,,,,,,
2021050385-80,8000046867,A0020301,分,1,0.05,"G01030203,,,,棕,5.6,72,",SC15,A00203,30,,,,,,,,,,,
2021050385-80,8000046867,A0020301,分,1,0.05,"G01030203,,,,棕,5.6,72,",SC12,A00203,30,,,,,,,,,,,
2021050385-80,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH12,A00206,20,,,,,,,,,,,
2021050385-80,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH11,A00206,20,,,,,,,,,,,
2021050385-80,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH10,A00206,20,,,,,,,,,,,
2021050385-80,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH09,A00206,20,,,,,,,,,,,
2021050385-80,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH08,A00206,20,,,,,,,,,,,
2021050385-80,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH07,A00206,20,,,,,,,,,,,
2021050385-80,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH19,A00206,20,,,,,,,,,,,
2021050385-80,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH18,A00206,20,,,,,,,,,,,
2021050385-80,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH16,A00206,20,,,,,,,,,,,
2021050385-80,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH15,A00206,20,,,,,,,,,,,
2021050385-80,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH13,A00206,20,,,,,,,,,,,
2021050385-80,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH21,A00206,20,,,,,,,,,,,
2021050385-80,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH20,A00206,20,,,,,,,,,,,
2021050385-80,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH05,A00206,20,,,,,,,,,,,
2021050385-80,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH04,A00206,20,,,,,,,,,,,
2021050385-80,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH03,A00206,20,,,,,,,,,,,
2021050385-80,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH02,A00206,20,,,,,,,,,,,
2021050385-80,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH01,A00206,20,,,,,,,,,,,
2021050385-80,8000046866,A0020301,分,1,0.05,"G01030203,,,,绿,5.6,72,",SC15,A00203,30,,,,,,,,,,,
2021050385-80,8000046866,A0020301,分,1,0.05,"G01030203,,,,绿,5.6,72,",SC12,A00203,30,,,,,,,,,,,
2021050385-80,8000046866,A0020301,分,1,0.05,"G01030203,,,,绿,5.6,72,",SC13,A00203,30,,,,,,,,,,,
2021050385-80,8000046865,A0020301,分,1,0.05,"G01030203,,,,橙,5.6,72,",SC12,A00203,30,,,,,,,,,,,
2021050385-80,8000046865,A0020301,分,1,0.05,"G01030203,,,,橙,5.6,72,",SC13,A00203,30,,,,,,,,,,,
2021050385-80,8000046865,A0020301,分,1,0.05,"G01030203,,,,橙,5.6,72,",SC15,A00203,30,,,,,,,,,,,
2021050385-80,8000046864,A0020301,分,1,0.05,"G01030203,,,,蓝,5.6,72,",SC15,A00203,30,,,,,,,,,,,
2021050385-80,8000046864,A0020301,分,1,0.05,"G01030203,,,,蓝,5.6,72,",SC13,A00203,30,,,,,,,,,,,
2021050385-80,8000046864,A0020301,分,1,0.05,"G01030203,,,,蓝,5.6,72,",SC12,A00203,30,,,,,,,,,,,
2021050385-80,8000025584,A0020201,分,1,0.3,"G01030101,12",RB04,A00202,20,,,,,,,,,,,
2021050385-80,8000025584,A0020201,分,1,0.3,"G01030101,12",RB02,A00202,20,,,,,,,,,,,
2021050385-80,8000025584,A0020201,分,1,0.3,"G01030101,12",RB01,A00202,20,,,,,,,,,,,
2021050385-80,8000051661,A0020701,分,1,0.1,8000051661,CS05,A00207,20,,,,,,,,,,,
2021050385-80,8000051661,A0020701,分,1,0.1,8000051661,CS01,A00207,20,,,,,,,,,,,
2021050385-80,8000051661,A0020701,分,1,0.1,8000051661,FL07,A00207,20,,,,,,,,,,,
2021050385-80,8000051661,A0020701,分,1,0.1,8000051661,FL06,A00207,20,,,,,,,,,,,
2021050385-80,8000051661,A0020701,分,1,0.1,8000051661,FL05,A00207,20,,,,,,,,,,,
2021050385-80,8000051661,A0020701,分,1,0.1,8000051661,FL04,A00207,20,,,,,,,,,,,
2021050385-80,8000051661,A0020701,分,1,0.1,8000051661,FL03,A00207,20,,,,,,,,,,,
2021050385-80,8000051661,A0020701,分,1,0.1,8000051661,FL02,A00207,20,,,,,,,,,,,
2021050385-80,8000051661,A0020701,分,1,0.1,8000051661,FL01,A00207,20,,,,,,,,,,,
2021050389-10,8000045816,A0020301,分,1,0.05,"G01030203,,,,绿,4.9,24,",SC15,A00203,30,,,,,,,,,,,
2021050389-10,8000045816,A0020301,分,1,0.05,"G01030203,,,,绿,4.9,24,",SC13,A00203,30,,,,,,,,,,,
2021050389-10,8000045816,A0020301,分,1,0.05,"G01030203,,,,绿,4.9,24,",SC12,A00203,30,,,,,,,,,,,
2021050389-10,8000236246,A0020701,分,1,0.02,8000236246,CS05,A00207,20,,,,,,,,,,,
2021050389-10,8000236246,A0020701,分,1,0.02,8000236246,CS01,A00207,20,,,,,,,,,,,
2021050389-10,8000236246,A0020701,分,1,0.02,8000236246,FL07,A00207,20,,,,,,,,,,,
2021050389-10,8000236246,A0020701,分,1,0.02,8000236246,FL06,A00207,20,,,,,,,,,,,
2021050389-10,8000236246,A0020701,分,1,0.02,8000236246,FL05,A00207,20,,,,,,,,,,,
2021050389-10,8000236246,A0020701,分,1,0.02,8000236246,FL04,A00207,20,,,,,,,,,,,
2021050389-10,8000236246,A0020701,分,1,0.02,8000236246,FL03,A00207,20,,,,,,,,,,,
2021050389-10,8000236246,A0020701,分,1,0.02,8000236246,FL02,A00207,20,,,,,,,,,,,
2021050389-10,8000236246,A0020701,分,1,0.02,8000236246,FL01,A00207,20,,,,,,,,,,,
2021050389-10,8000051652,A0020701,分,1,0.15,8000051652,CS05,A00207,20,,,,,,,,,,,
2021050389-10,8000051652,A0020701,分,1,0.15,8000051652,CS01,A00207,20,,,,,,,,,,,
2021050389-10,8000051652,A0020701,分,1,0.15,8000051652,FL07,A00207,20,,,,,,,,,,,
2021050389-10,8000051652,A0020701,分,1,0.15,8000051652,FL06,A00207,20,,,,,,,,,,,
2021050389-10,8000051652,A0020701,分,1,0.15,8000051652,FL05,A00207,20,,,,,,,,,,,
2021050389-10,8000051652,A0020701,分,1,0.15,8000051652,FL04,A00207,20,,,,,,,,,,,
2021050389-10,8000051652,A0020701,分,1,0.15,8000051652,FL03,A00207,20,,,,,,,,,,,
2021050389-10,8000051652,A0020701,分,1,0.15,8000051652,FL02,A00207,20,,,,,,,,,,,
2021050389-10,8000051652,A0020701,分,1,0.15,8000051652,FL01,A00207,20,,,,,,,,,,,
2021050389-10,8000045889,A0020301,分,1,0.05,"G01030203,,,,蓝,4.9,36,",SC13,A00203,30,,,,,,,,,,,
2021050389-10,8000045889,A0020301,分,1,0.05,"G01030203,,,,蓝,4.9,36,",SC12,A00203,30,,,,,,,,,,,
2021050389-10,8000045889,A0020301,分,1,0.05,"G01030203,,,,蓝,4.9,36,",SC15,A00203,30,,,,,,,,,,,
2021050389-10,8000068420,A0020401,分,1,0.04,"G01030302,充油,,1+4,4.9,钢丝",ST13,A00204,30,,,,,,,,,,,
2021050389-10,8000068420,A0020401,分,1,0.04,"G01030302,充油,,1+4,4.9,钢丝",ST12,A00204,30,,,,,,,,,,,
2021050389-10,8000068420,A0020401,分,1,0.04,"G01030302,充油,,1+4,4.9,钢丝",ST11,A00204,30,,,,,,,,,,,
2021050389-10,8000045890,A0020301,分,1,0.05,"G01030203,,,,橙,4.9,36,",SC13,A00203,30,,,,,,,,,,,
2021050389-10,8000045890,A0020301,分,1,0.05,"G01030203,,,,橙,4.9,36,",SC15,A00203,30,,,,,,,,,,,
